Start (s),End (s),Scientific.name,Common.name,Confidence,File
6.0,9.0,Certhia brachydactyla,Short-toed Treecreeper,0.8281,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
30.0,33.0,Certhia brachydactyla,Short-toed Treecreeper,0.6896,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
42.0,45.0,Certhia brachydactyla,Short-toed Treecreeper,0.5918,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
45.0,48.0,Certhia brachydactyla,Short-toed Treecreeper,0.7060,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
48.0,51.0,Certhia brachydactyla,Short-toed Treecreeper,0.6845,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
63.0,66.0,Certhia brachydactyla,Short-toed Treecreeper,0.6702,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
66.0,69.0,Certhia brachydactyla,Short-toed Treecreeper,0.9050,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
75.0,78.0,Certhia brachydactyla,Short-toed Treecreeper,0.8636,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
87.0,90.0,Certhia brachydactyla,Short-toed Treecreeper,0.7739,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
99.0,102.0,Certhia brachydactyla,Short-toed Treecreeper,0.7917,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
102.0,105.0,Certhia brachydactyla,Short-toed Treecreeper,0.5982,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
108.0,111.0,Certhia brachydactyla,Short-toed Treecreeper,0.7673,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
117.0,120.0,Certhia brachydactyla,Short-toed Treecreeper,0.7590,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
132.0,135.0,Certhia brachydactyla,Short-toed Treecreeper,0.6813,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
159.0,162.0,Certhia brachydactyla,Short-toed Treecreeper,0.6565,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
177.0,180.0,Certhia brachydactyla,Short-toed Treecreeper,0.9660,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
183.0,186.0,Certhia brachydactyla,Short-toed Treecreeper,0.8493,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
195.0,198.0,Coccothraustes coccothraustes,Hawfinch,0.8576,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
198.0,201.0,Coccothraustes coccothraustes,Hawfinch,0.6798,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
216.0,219.0,Certhia brachydactyla,Short-toed Treecreeper,0.9497,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
222.0,225.0,Certhia brachydactyla,Short-toed Treecreeper,0.9220,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
225.0,228.0,Certhia brachydactyla,Short-toed Treecreeper,0.7722,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
228.0,231.0,Certhia brachydactyla,Short-toed Treecreeper,0.6363,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
234.0,237.0,Certhia brachydactyla,Short-toed Treecreeper,0.9485,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
252.0,255.0,Certhia brachydactyla,Short-toed Treecreeper,0.5282,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
258.0,261.0,Certhia brachydactyla,Short-toed Treecreeper,0.7097,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
270.0,273.0,Certhia brachydactyla,Short-toed Treecreeper,0.8673,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
279.0,282.0,Certhia brachydactyla,Short-toed Treecreeper,0.9016,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
285.0,288.0,Certhia brachydactyla,Short-toed Treecreeper,0.6464,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
288.0,291.0,Certhia brachydactyla,Short-toed Treecreeper,0.7669,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
303.0,306.0,Certhia brachydactyla,Short-toed Treecreeper,0.8509,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
327.0,330.0,Certhia brachydactyla,Short-toed Treecreeper,0.8859,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
330.0,333.0,Certhia brachydactyla,Short-toed Treecreeper,0.7942,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
333.0,336.0,Certhia brachydactyla,Short-toed Treecreeper,0.5598,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
336.0,339.0,Certhia brachydactyla,Short-toed Treecreeper,0.8387,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
345.0,348.0,Certhia brachydactyla,Short-toed Treecreeper,0.7853,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
348.0,351.0,Cyanistes caeruleus,Eurasian Blue Tit,0.6528,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
351.0,354.0,Certhia brachydactyla,Short-toed Treecreeper,0.8949,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
369.0,372.0,Certhia brachydactyla,Short-toed Treecreeper,0.8578,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
375.0,378.0,Certhia brachydactyla,Short-toed Treecreeper,0.7087,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
384.0,387.0,Certhia brachydactyla,Short-toed Treecreeper,0.8146,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
390.0,393.0,Certhia brachydactyla,Short-toed Treecreeper,0.7595,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
399.0,402.0,Certhia brachydactyla,Short-toed Treecreeper,0.7193,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
408.0,411.0,Certhia brachydactyla,Short-toed Treecreeper,0.9514,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
414.0,417.0,Certhia brachydactyla,Short-toed Treecreeper,0.5442,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
417.0,420.0,Certhia brachydactyla,Short-toed Treecreeper,0.5119,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
420.0,423.0,Motacilla cinerea,Gray Wagtail,0.9134,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
423.0,426.0,Certhia brachydactyla,Short-toed Treecreeper,0.9810,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
441.0,444.0,Certhia brachydactyla,Short-toed Treecreeper,0.6005,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
444.0,447.0,Cyanistes caeruleus,Eurasian Blue Tit,0.9622,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
447.0,450.0,Certhia brachydactyla,Short-toed Treecreeper,0.9593,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
462.0,465.0,Certhia brachydactyla,Short-toed Treecreeper,0.7324,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
465.0,468.0,Certhia brachydactyla,Short-toed Treecreeper,0.5205,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
471.0,474.0,Certhia brachydactyla,Short-toed Treecreeper,0.8603,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
489.0,492.0,Certhia brachydactyla,Short-toed Treecreeper,0.7524,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
495.0,498.0,Certhia brachydactyla,Short-toed Treecreeper,0.7819,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
501.0,504.0,Certhia brachydactyla,Short-toed Treecreeper,0.7795,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
519.0,522.0,Certhia brachydactyla,Short-toed Treecreeper,0.7263,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
528.0,531.0,Certhia brachydactyla,Short-toed Treecreeper,0.6146,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
534.0,537.0,Certhia brachydactyla,Short-toed Treecreeper,0.9632,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
537.0,540.0,Certhia brachydactyla,Short-toed Treecreeper,0.5136,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
543.0,546.0,Certhia brachydactyla,Short-toed Treecreeper,0.6475,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
546.0,549.0,Certhia brachydactyla,Short-toed Treecreeper,0.8679,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
549.0,552.0,Certhia brachydactyla,Short-toed Treecreeper,0.7003,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
552.0,555.0,Certhia brachydactyla,Short-toed Treecreeper,0.9441,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
555.0,558.0,Certhia brachydactyla,Short-toed Treecreeper,0.5176,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
558.0,561.0,Certhia brachydactyla,Short-toed Treecreeper,0.8639,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
561.0,564.0,Certhia brachydactyla,Short-toed Treecreeper,0.7496,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
564.0,567.0,Certhia brachydactyla,Short-toed Treecreeper,0.6877,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
567.0,570.0,Certhia brachydactyla,Short-toed Treecreeper,0.7698,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
573.0,576.0,Certhia brachydactyla,Short-toed Treecreeper,0.9162,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
579.0,582.0,Certhia brachydactyla,Short-toed Treecreeper,0.9361,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
585.0,588.0,Certhia brachydactyla,Short-toed Treecreeper,0.7876,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
594.0,597.0,Certhia brachydactyla,Short-toed Treecreeper,0.8195,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_060001.WAV
45.0,48.0,Certhia brachydactyla,Short-toed Treecreeper,0.7794,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
123.0,126.0,Certhia brachydactyla,Short-toed Treecreeper,0.9237,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
168.0,171.0,Certhia brachydactyla,Short-toed Treecreeper,0.8379,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
330.0,333.0,Falco tinnunculus,Eurasian Kestrel,0.5579,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
333.0,336.0,Falco tinnunculus,Eurasian Kestrel,0.6592,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
336.0,339.0,Falco tinnunculus,Eurasian Kestrel,0.8645,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
345.0,348.0,Certhia brachydactyla,Short-toed Treecreeper,0.6428,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
387.0,390.0,Columba palumbus,Common Wood-Pigeon,0.6374,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
414.0,417.0,Certhia brachydactyla,Short-toed Treecreeper,0.5883,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
471.0,474.0,Certhia brachydactyla,Short-toed Treecreeper,0.5143,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
537.0,540.0,Certhia brachydactyla,Short-toed Treecreeper,0.6379,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
543.0,546.0,Certhia brachydactyla,Short-toed Treecreeper,0.5355,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
576.0,579.0,Certhia brachydactyla,Short-toed Treecreeper,0.9121,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
588.0,591.0,Certhia brachydactyla,Short-toed Treecreeper,0.7670,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
597.0,600.0,Certhia brachydactyla,Short-toed Treecreeper,0.8016,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_070000.WAV
33.0,36.0,Certhia brachydactyla,Short-toed Treecreeper,0.7361,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_080000.WAV
207.0,210.0,Certhia brachydactyla,Short-toed Treecreeper,0.5843,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_080000.WAV
243.0,246.0,Parus major,Great Tit,0.5393,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_080000.WAV
276.0,279.0,Certhia brachydactyla,Short-toed Treecreeper,0.7998,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_080000.WAV
288.0,291.0,Certhia brachydactyla,Short-toed Treecreeper,0.8212,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_080000.WAV
306.0,309.0,Certhia brachydactyla,Short-toed Treecreeper,0.6502,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_080000.WAV
315.0,318.0,Certhia brachydactyla,Short-toed Treecreeper,0.6881,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_080000.WAV
345.0,348.0,Certhia brachydactyla,Short-toed Treecreeper,0.7116,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_080000.WAV
354.0,357.0,Certhia brachydactyla,Short-toed Treecreeper,0.9360,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_080000.WAV
366.0,369.0,Certhia brachydactyla,Short-toed Treecreeper,0.8654,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_080000.WAV
3.0,6.0,Certhia brachydactyla,Short-toed Treecreeper,0.8147,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
30.0,33.0,Certhia brachydactyla,Short-toed Treecreeper,0.7050,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
57.0,60.0,Certhia brachydactyla,Short-toed Treecreeper,0.8810,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
69.0,72.0,Parus major,Great Tit,0.5235,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
72.0,75.0,Certhia brachydactyla,Short-toed Treecreeper,0.5006,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
93.0,96.0,Certhia brachydactyla,Short-toed Treecreeper,0.7915,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
102.0,105.0,Certhia brachydactyla,Short-toed Treecreeper,0.7545,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
120.0,123.0,Certhia brachydactyla,Short-toed Treecreeper,0.6348,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
132.0,135.0,Certhia brachydactyla,Short-toed Treecreeper,0.6279,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
210.0,213.0,Parus major,Great Tit,0.5013,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
237.0,240.0,Cuculus canorus,Common Cuckoo,0.9028,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
240.0,243.0,Cuculus canorus,Common Cuckoo,0.8672,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
243.0,246.0,Cuculus canorus,Common Cuckoo,0.9106,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
246.0,249.0,Cuculus canorus,Common Cuckoo,0.9617,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
249.0,252.0,Cuculus canorus,Common Cuckoo,0.7578,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
297.0,300.0,Parus major,Great Tit,0.5178,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
309.0,312.0,Parus major,Great Tit,0.9209,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
318.0,321.0,Parus major,Great Tit,0.5913,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
363.0,366.0,Fringilla coelebs,Common Chaffinch,0.6238,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
429.0,432.0,Parus major,Great Tit,0.5961,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
432.0,435.0,Parus major,Great Tit,0.6803,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
438.0,441.0,Parus major,Great Tit,0.5757,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
462.0,465.0,Parus major,Great Tit,0.5193,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250428_090000.WAV
