Start (s),End (s),Scientific.name,Common.name,Confidence,File
174.0,177.0,Picus viridis,Eurasian Green Woodpecker,0.9500,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
180.0,183.0,Certhia brachydactyla,Short-toed Treecreeper,0.8110,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
189.0,192.0,Certhia brachydactyla,Short-toed Treecreeper,0.9654,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
192.0,195.0,Certhia brachydactyla,Short-toed Treecreeper,0.7314,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
201.0,204.0,Certhia brachydactyla,Short-toed Treecreeper,0.9820,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
204.0,207.0,Certhia brachydactyla,Short-toed Treecreeper,0.8047,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
213.0,216.0,Certhia brachydactyla,Short-toed Treecreeper,0.9904,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
222.0,225.0,Certhia brachydactyla,Short-toed Treecreeper,0.9289,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
225.0,228.0,Certhia brachydactyla,Short-toed Treecreeper,0.9813,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
234.0,237.0,Certhia brachydactyla,Short-toed Treecreeper,0.9899,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
237.0,240.0,Certhia brachydactyla,Short-toed Treecreeper,0.7551,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
243.0,246.0,Certhia brachydactyla,Short-toed Treecreeper,0.9961,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
252.0,255.0,Certhia brachydactyla,Short-toed Treecreeper,0.9980,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
261.0,264.0,Certhia brachydactyla,Short-toed Treecreeper,0.9968,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
270.0,273.0,Certhia brachydactyla,Short-toed Treecreeper,0.9465,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
279.0,282.0,Certhia brachydactyla,Short-toed Treecreeper,0.9462,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
285.0,288.0,Certhia brachydactyla,Short-toed Treecreeper,0.6517,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
288.0,291.0,Certhia brachydactyla,Short-toed Treecreeper,0.9787,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
291.0,294.0,Certhia brachydactyla,Short-toed Treecreeper,0.9350,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
300.0,303.0,Certhia brachydactyla,Short-toed Treecreeper,0.9785,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
312.0,315.0,Certhia brachydactyla,Short-toed Treecreeper,0.7584,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
321.0,324.0,Certhia brachydactyla,Short-toed Treecreeper,0.9308,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
333.0,336.0,Certhia brachydactyla,Short-toed Treecreeper,0.7559,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
339.0,342.0,Certhia brachydactyla,Short-toed Treecreeper,0.6623,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
348.0,351.0,Certhia brachydactyla,Short-toed Treecreeper,0.8387,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
354.0,357.0,Certhia brachydactyla,Short-toed Treecreeper,0.6299,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
360.0,363.0,Certhia brachydactyla,Short-toed Treecreeper,0.8422,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
366.0,369.0,Turdus merula,Eurasian Blackbird,0.7524,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
372.0,375.0,Turdus merula,Eurasian Blackbird,0.7939,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
384.0,387.0,Turdus merula,Eurasian Blackbird,0.9798,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
387.0,390.0,Turdus merula,Eurasian Blackbird,0.7926,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
390.0,393.0,Turdus merula,Eurasian Blackbird,0.9147,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
396.0,399.0,Turdus merula,Eurasian Blackbird,0.7869,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
399.0,402.0,Turdus merula,Eurasian Blackbird,0.5614,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
408.0,411.0,Turdus merula,Eurasian Blackbird,0.5017,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
411.0,414.0,Certhia brachydactyla,Short-toed Treecreeper,0.7252,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
411.0,414.0,Turdus merula,Eurasian Blackbird,0.5479,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
414.0,417.0,Turdus merula,Eurasian Blackbird,0.9278,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
420.0,423.0,Turdus merula,Eurasian Blackbird,0.8467,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
423.0,426.0,Certhia brachydactyla,Short-toed Treecreeper,0.9573,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
426.0,429.0,Turdus merula,Eurasian Blackbird,0.7715,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
432.0,435.0,Turdus merula,Eurasian Blackbird,0.8571,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
441.0,444.0,Turdus merula,Eurasian Blackbird,0.9039,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
444.0,447.0,Turdus merula,Eurasian Blackbird,0.8431,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
447.0,450.0,Turdus merula,Eurasian Blackbird,0.5390,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
459.0,462.0,Turdus merula,Eurasian Blackbird,0.9278,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
465.0,468.0,Turdus merula,Eurasian Blackbird,0.5866,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
474.0,477.0,Turdus merula,Eurasian Blackbird,0.7022,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
480.0,483.0,Turdus merula,Eurasian Blackbird,0.9733,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
486.0,489.0,Turdus merula,Eurasian Blackbird,0.7483,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
492.0,495.0,Turdus merula,Eurasian Blackbird,0.8359,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
495.0,498.0,Turdus merula,Eurasian Blackbird,0.9264,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
498.0,501.0,Certhia brachydactyla,Short-toed Treecreeper,0.8897,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
501.0,504.0,Turdus merula,Eurasian Blackbird,0.8462,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
507.0,510.0,Turdus merula,Eurasian Blackbird,0.9478,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
510.0,513.0,Certhia brachydactyla,Short-toed Treecreeper,0.9415,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
513.0,516.0,Turdus merula,Eurasian Blackbird,0.7109,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
531.0,534.0,Turdus merula,Eurasian Blackbird,0.7291,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
534.0,537.0,Turdus merula,Eurasian Blackbird,0.8795,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
537.0,540.0,Certhia brachydactyla,Short-toed Treecreeper,0.8962,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
540.0,543.0,Turdus merula,Eurasian Blackbird,0.5215,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
546.0,549.0,Certhia brachydactyla,Short-toed Treecreeper,0.9804,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
555.0,558.0,Certhia brachydactyla,Short-toed Treecreeper,0.6037,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
558.0,561.0,Turdus merula,Eurasian Blackbird,0.9250,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
561.0,564.0,Certhia brachydactyla,Short-toed Treecreeper,0.8605,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
567.0,570.0,Turdus merula,Eurasian Blackbird,0.5007,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
573.0,576.0,Turdus merula,Eurasian Blackbird,0.7697,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
579.0,582.0,Turdus merula,Eurasian Blackbird,0.9740,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
585.0,588.0,Turdus merula,Eurasian Blackbird,0.6733,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
585.0,588.0,Certhia brachydactyla,Short-toed Treecreeper,0.5096,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
591.0,594.0,Turdus merula,Eurasian Blackbird,0.6216,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
594.0,597.0,Turdus merula,Eurasian Blackbird,0.5257,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_170000.WAV
45.0,48.0,Turdus merula,Eurasian Blackbird,0.6850,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
48.0,51.0,Turdus merula,Eurasian Blackbird,0.5122,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
54.0,57.0,Turdus merula,Eurasian Blackbird,0.6049,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
60.0,63.0,Turdus merula,Eurasian Blackbird,0.9197,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
63.0,66.0,Turdus merula,Eurasian Blackbird,0.7655,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
66.0,69.0,Turdus merula,Eurasian Blackbird,0.7513,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
72.0,75.0,Turdus merula,Eurasian Blackbird,0.9399,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
93.0,96.0,Turdus merula,Eurasian Blackbird,0.9334,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
117.0,120.0,Turdus merula,Eurasian Blackbird,0.9030,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
123.0,126.0,Turdus merula,Eurasian Blackbird,0.8886,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
129.0,132.0,Turdus merula,Eurasian Blackbird,0.7257,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
144.0,147.0,Turdus merula,Eurasian Blackbird,0.5491,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
150.0,153.0,Turdus merula,Eurasian Blackbird,0.9644,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
153.0,156.0,Sylvia atricapilla,Eurasian Blackcap,0.5512,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
156.0,159.0,Turdus merula,Eurasian Blackbird,0.9557,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
162.0,165.0,Turdus merula,Eurasian Blackbird,0.8560,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
168.0,171.0,Turdus merula,Eurasian Blackbird,0.7039,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
174.0,177.0,Turdus merula,Eurasian Blackbird,0.5944,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
177.0,180.0,Turdus merula,Eurasian Blackbird,0.9534,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
183.0,186.0,Turdus merula,Eurasian Blackbird,0.6001,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
192.0,195.0,Turdus merula,Eurasian Blackbird,0.9547,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
201.0,204.0,Turdus merula,Eurasian Blackbird,0.5960,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
207.0,210.0,Turdus merula,Eurasian Blackbird,0.6602,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
210.0,213.0,Turdus merula,Eurasian Blackbird,0.7646,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
216.0,219.0,Turdus merula,Eurasian Blackbird,0.9989,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
219.0,222.0,Motacilla cinerea,Gray Wagtail,0.7234,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
222.0,225.0,Turdus merula,Eurasian Blackbird,0.9642,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
225.0,228.0,Turdus merula,Eurasian Blackbird,0.9670,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
228.0,231.0,Parus major,Great Tit,0.7117,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
231.0,234.0,Turdus merula,Eurasian Blackbird,0.8381,C:/Users/malte/OneDrive/Uni/Studium/Master Bonn/4 SoSe24/Soundscape Ecology/field report/bird net analyzer/site8_A030/A030\20250429_180000.WAV
