"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Calidris alpina","Dunlin",0.1127,"A036","3"
"Tachybaptus ruficollis","Little Grebe",0.1231,"A036","3"
"Linaria cannabina","Eurasian Linnet",0.9491,"A036","3"
"Oenanthe oenanthe","Northern Wheatear",0.1001,"A036","3"
"Curruca curruca","Lesser Whitethroat",0.1005,"A036","3"
"Luscinia megarhynchos","Common Nightingale",0.3053,"A036","3"
"Muscicapa striata","Spotted Flycatcher",0.1858,"A036","3"
"Ardea cinerea","Gray Heron",0.244,"A036","3"
"Garrulus glandarius","Eurasian Jay",0.1355,"A036","3"
"Aegithalos caudatus","Long-tailed Tit",0.7201,"A036","3"
"Sylvia borin","Garden Warbler",0.1004,"A036","3"
"Anthus pratensis","Meadow Pipit",0.2197,"A036","3"
"Turdus viscivorus","Mistle Thrush",0.271,"A036","3"
"Saxicola rubicola","European Stonechat",0.1103,"A036","3"
"Streptopelia turtur","European Turtle-Dove",0.1004,"A036","3"
"Falco subbuteo","Eurasian Hobby",0.1017,"A036","3"
"Motacilla cinerea","Gray Wagtail",0.1328,"A036","3"
"Vanellus vanellus","Northern Lapwing",0.132,"A036","3"
"Phylloscopus sibilatrix","Wood Warbler",0.2816,"A036","3"
"Anser anser","Graylag Goose",0.3032,"A036","3"
"Charadrius hiaticula","Common Ringed Plover",0.1745,"A036","3"
"Aythya ferina","Common Pochard",0.1362,"A036","3"
"Gallinago gallinago","Common Snipe",0.1199,"A036","3"
"Motacilla alba","White Wagtail",0.581,"A036","3"
"Larus michahellis","Yellow-legged Gull",0.2148,"A036","3"
"Columba palumbus","Common Wood-Pigeon",0.103,"A036","3"
"Cyanistes caeruleus","Eurasian Blue Tit",0.1324,"A036","3"
"Alopochen aegyptiaca","Egyptian Goose",0.4044,"A036","3"
"Cuculus canorus","Common Cuckoo",0.2464,"A036","3"
"Turdus pilaris","Fieldfare",0.1265,"A036","3"
"Coccothraustes coccothraustes","Hawfinch",0.3349,"A036","3"
"Sturnus vulgaris","European Starling",0.1815,"A036","3"
"Numenius phaeopus","Whimbrel",0.1822,"A036","3"
"Regulus regulus","Goldcrest",0.1112,"A036","3"
"Pica pica","Eurasian Magpie",0.2007,"A036","3"
"Dryocopus martius","Black Woodpecker",0.2118,"A036","3"
"Lophophanes cristatus","Crested Tit",0.3717,"A036","3"
"Podiceps cristatus","Great Crested Grebe",0.1183,"A036","3"
"Mareca penelope","Eurasian Wigeon",0.1338,"A036","3"
"Fringilla coelebs","Common Chaffinch",0.1053,"A036","3"
