siteID,freq_khz,amp_db,type,direction,distance_m
B31,12,-30.054319,signal,front,16
B31,2,-42.631077,signal,front,32
B31,4,-39.289818,signal,front,32
B31,8,-37.84898,signal,front,32
B31,12,-34.638374,signal,front,32
B31,2,-32.297695,signal,back,4
B31,4,-23.817482,signal,back,4
B31,8,-28.609558,signal,back,4
B31,12,-18.441412,signal,back,4
B31,2,-32.848858,signal,back,8
B31,4,-24.921801,signal,back,8
B31,8,-24.668676,signal,back,8
B31,12,-21.525705,signal,back,8
B31,2,-42.24287,signal,back,16
B31,4,-42.627781,signal,back,16
B31,8,-32.397652,signal,back,16
B31,12,-31.148619,signal,back,16
B31,2,NA,signal,back,32
B31,4,NA,signal,back,32
B31,8,NA,signal,back,32
B31,12,NA,signal,back,32
B34,2,-31.489523,signal,front,4
B34,4,-22.19828,signal,front,4
B34,8,-2.535411,signal,front,4
B34,12,-8.001167,signal,front,4
B34,2,-35.398544,signal,front,8
B34,4,-31.821728,signal,front,8
B34,8,-8.218479,signal,front,8
B34,12,-15.567325,signal,front,8
B34,2,-39.286617,signal,front,16
B34,4,-32.474205,signal,front,16
B34,8,-13.126073,signal,front,16
B34,12,-23.131002,signal,front,16
B34,2,-44.309738,signal,front,32
B34,4,-41.91684,signal,front,32
B34,8,-21.649464,signal,front,32
B34,12,-32.488853,signal,front,32
B34,2,-27.373747,signal,back,4
B34,4,-18.215696,signal,back,4
B34,8,-15.709447,signal,back,4
B34,12,-34.960484,signal,back,4
B34,2,-37.241123,signal,back,8
B34,4,-23.390173,signal,back,8
B34,8,-25.549536,signal,back,8
B34,12,-34.695889,signal,back,8
B34,2,-47.522762,signal,back,16
B34,4,-35.767311,signal,back,16
B34,8,-29.003736,signal,back,16
B34,12,-45.605747,signal,back,16
B34,2,-64.183517,signal,back,32
B34,4,-38.220066,signal,back,32
B34,8,-44.29166,signal,back,32
B34,12,-54.24229,signal,back,32
B35,2,-31.404303,signal,front,4
B35,4,-32.139629,signal,front,4
B35,8,-32.867622,signal,front,4
B35,12,-24.541182,signal,front,4
B35,2,-35.75732,signal,front,8
B35,4,-36.14547,signal,front,8
B35,8,-42.144371,signal,front,8
B35,12,-26.338087,signal,front,8
B35,2,-46.238899,signal,front,16
B35,4,-42.851288,signal,front,16
B35,8,-42.738785,signal,front,16
B35,12,-39.316128,signal,front,16
B35,2,-50.284454,signal,front,32
B35,4,-53.054691,signal,front,32
B35,8,-48.808186,signal,front,32
B35,12,-56.038525,signal,front,32
B35,2,-45.625534,signal,back,4
B35,4,-35.410637,signal,back,4
B35,8,-37.821896,signal,back,4
B35,12,-25.270021,signal,back,4
B35,2,-46.483173,signal,back,8
B35,4,-43.047459,signal,back,8
B35,8,-41.00312,signal,back,8
B35,12,-33.703255,signal,back,8
B35,2,-51.992798,signal,back,16
B35,4,-48.582619,signal,back,16
B35,8,-44.466534,signal,back,16
B35,12,-42.775169,signal,back,16
B35,2,-57.642387,signal,back,32
B35,4,-56.086323,signal,back,32
B35,8,-54.425495,signal,back,32
B35,12,-47.868919,signal,back,32
B36,2,-28.750072,signal,front,4
B36,4,-28.816002,signal,front,4
B36,8,-31.812336,signal,front,4
B36,12,-25.117418,signal,front,4
B36,2,-34.638107,signal,front,8
B36,4,-36.448238,signal,front,8
B36,8,-41.110664,signal,front,8
B36,12,-32.913956,signal,front,8
B36,2,-43.526508,signal,front,16
B36,4,-43.806911,signal,front,16
B36,8,-45.118896,signal,front,16
B36,12,-43.14473,signal,front,16
B36,2,-51.333824,signal,front,32
B36,4,-63.970119,signal,front,32
B36,8,-54.932682,signal,front,32
B36,12,-64.244255,signal,front,32
B36,2,-52.372299,signal,back,4
B36,4,-30.018044,signal,back,4
B36,8,-37.838444,signal,back,4
B36,12,-22.801809,signal,back,4
B36,2,-53.890556,signal,back,8
B36,4,-39.198524,signal,back,8
B36,8,-43.6945,signal,back,8
B36,12,-35.964863,signal,back,8
B36,2,-56.751442,signal,back,16
B36,4,-47.625618,signal,back,16
B36,8,-53.215599,signal,back,16
B36,12,-50.465199,signal,back,16
B36,2,-62.802113,signal,back,32
B36,4,-52.327694,signal,back,32
B36,8,-62.267376,signal,back,32
B36,12,-54.421906,signal,back,32
B37,2,-24.35848,signal,front,4
B37,4,-14.689875,signal,front,4
B37,8,-16.073677,signal,front,4
B37,12,-11.509542,signal,front,4
B37,2,-32.795918,signal,front,8
B37,4,-23.685223,signal,front,8
B37,8,-18.801052,signal,front,8
B37,12,-24.985554,signal,front,8
B37,2,-33.805862,signal,front,16
B37,4,-34.116653,signal,front,16
B37,8,-33.20607,signal,front,16
B37,12,-30.959988,signal,front,16
B37,2,-42.214375,signal,front,32
B37,4,-36.914921,signal,front,32
B37,8,-38.389389,signal,front,32
B37,12,-40.337097,signal,front,32
B37,2,-29.022791,signal,back,4
B37,4,-39.65514,signal,back,4
B37,8,-19.00008,signal,back,4
B37,12,-21.167528,signal,back,4
B37,2,-41.413689,signal,back,8
B37,4,-37.020844,signal,back,8
B37,8,-32.080837,signal,back,8
B37,12,-36.95821,signal,back,8
B37,2,-42.83268,signal,back,16
B37,4,-38.964989,signal,back,16
B37,8,-47.959122,signal,back,16
B37,12,-44.924065,signal,back,16
B37,2,-63.405231,signal,back,32
B37,4,-63.845947,signal,back,32
B37,8,-64.637932,signal,back,32
B37,12,-68.014267,signal,back,32
B39,2,-29.791765,signal,front,4
B39,4,-33.906914,signal,front,4
B39,8,-6.210699,signal,front,4
B39,12,-21.256535,signal,front,4
B39,2,-26.307917,signal,front,8
B39,4,-35.047878,signal,front,8
B39,8,-9.571807,signal,front,8
B39,12,-29.312407,signal,front,8
B39,2,-34.785297,signal,front,16
B39,4,-33.356205,signal,front,16
B39,8,-19.641312,signal,front,16
B39,12,-31.389833,signal,front,16
B39,2,-32.849857,signal,front,32
B39,4,-40.994064,signal,front,32
B39,8,-30.185253,signal,front,32
B39,12,-44.370438,signal,front,32
B39,2,-22.091717,signal,back,4
B39,4,-24.030426,signal,back,4
B39,8,-20.240368,signal,back,4
B39,12,-23.592659,signal,back,4
B39,2,-23.195951,signal,back,8
B39,4,-38.484329,signal,back,8
B39,8,-22.857306,signal,back,8
B39,12,-26.033354,signal,back,8
B39,2,-37.874321,signal,back,16
B39,4,-34.170486,signal,back,16
B39,8,-25.580374,signal,back,16
B39,12,-42.606197,signal,back,16
B39,2,-37.019451,signal,back,32
B39,4,-46.767784,signal,back,32
B39,8,-44.883671,signal,back,32
B39,12,-45.877987,signal,back,32
B41,2,-44.702415,signal,front,4
B41,4,-28.176514,signal,front,4
B41,8,-31.449642,signal,front,4
B41,12,-18.775558,signal,front,4
B41,2,-50.827976,signal,front,8
B41,4,-40.712479,signal,front,8
B41,8,-32.911289,signal,front,8
B41,12,-29.051535,signal,front,8
B41,2,-57.338905,signal,front,16
B41,4,-50.866394,signal,front,16
B41,8,-40.841263,signal,front,16
B41,12,-32.635147,signal,front,16
B41,2,-58.858948,signal,front,32
B41,4,-48.716553,signal,front,32
B41,8,-52.314972,signal,front,32
B41,12,-42.665386,signal,front,32
B41,2,-43.395138,signal,back,4
B41,4,-32.986065,signal,back,4
B41,8,-31.329388,signal,back,4
B41,12,-20.40867,signal,back,4
B41,2,-45.426689,signal,back,8
B41,4,-41.597061,signal,back,8
B41,8,-41.883736,signal,back,8
B41,12,-31.899542,signal,back,8
B41,2,-51.29604,signal,back,16
B41,4,-44.894863,signal,back,16
B41,8,-42.546104,signal,back,16
B41,12,-39.457409,signal,back,16
B41,2,-59.796719,signal,back,32
B41,4,-64.119339,signal,back,32
B41,8,-57.81588,signal,back,32
B41,12,-52.660233,signal,back,32
B44,2,-26.057154,signal,front,4
B44,4,-13.722072,signal,front,4
B44,8,-7.405632,signal,front,4
B44,12,-16.959585,signal,front,4
B44,2,-27.856457,signal,front,8
B44,4,-15.084865,signal,front,8
B44,8,-14.739466,signal,front,8
B44,12,-18.632032,signal,front,8
B44,2,-38.361874,signal,front,16
B44,4,-18.39204,signal,front,16
B44,8,-23.275726,signal,front,16
B44,12,-24.443626,signal,front,16
B44,2,-44.467552,signal,front,32
B44,4,-34.121811,signal,front,32
B44,8,-27.318815,signal,front,32
B44,12,-34.03915,signal,front,32
B44,2,-32.719574,signal,back,4
B44,4,-36.581898,signal,back,4
B44,8,-33.063126,signal,back,4
B44,12,-29.383724,signal,back,4
B44,2,-58.962723,signal,back,8
B44,4,-46.974014,signal,back,8
B44,8,-33.476498,signal,back,8
B44,12,-32.153191,signal,back,8
B44,2,-46.901501,signal,back,16
B44,4,-49.131756,signal,back,16
B44,8,-35.668098,signal,back,16
B44,12,-46.160606,signal,back,16
B44,2,-56.112968,signal,back,32
B44,4,-47.496517,signal,back,32
B44,8,-39.829571,signal,back,32
B44,12,-56.80497,signal,back,32
B46,2,-30.655325,signal,front,4
B46,4,-34.571339,signal,front,4
B46,8,-23.531672,signal,front,4
B46,12,-10.203172,signal,front,4
B46,2,-28.716993,signal,front,8
B46,4,-33.28495,signal,front,8
B46,8,-20.339672,signal,front,8
B46,12,-28.041742,signal,front,8
B46,2,-29.964212,signal,front,16
B46,4,-32.731712,signal,front,16
B46,8,-26.306812,signal,front,16
B46,12,-31.803801,signal,front,16
B46,2,-35.702179,signal,front,32
B46,4,-39.829945,signal,front,32
B46,8,-33.811741,signal,front,32
B46,12,-46.104141,signal,front,32
B46,2,-30.094831,signal,back,4
B46,4,-28.225895,signal,back,4
B46,8,-22.016573,signal,back,4
B46,12,-21.698711,signal,back,4
B46,2,-34.815777,signal,back,8
B46,4,-33.822865,signal,back,8
B46,8,-25.69289,signal,back,8
B46,12,-28.313604,signal,back,8
B46,2,-46.007427,signal,back,16
B46,4,-34.946491,signal,back,16
B46,8,-36.226837,signal,back,16
B46,12,-41.42189,signal,back,16
B46,2,-46.777546,signal,back,32
B46,4,-42.610264,signal,back,32
B46,8,-47.319569,signal,back,32
B46,12,-50.197144,signal,back,32
A49_20230525_080600,2,-74.80246,ambient,NA,NA
A49_20230525_080600,4,-68.863777,ambient,NA,NA
A49_20230525_080600,8,-72.627396,ambient,NA,NA
A49_20230525_080600,12,-71.789917,ambient,NA,NA
B20_20230523_040600,2,-74.442574,ambient,NA,NA
B20_20230523_040600,4,-72.252884,ambient,NA,NA
B20_20230523_040600,8,-71.441574,ambient,NA,NA
B20_20230523_040600,12,-75.470886,ambient,NA,NA
B24_20230524_080600,2,-55.61433,ambient,NA,NA
B24_20230524_080600,4,-67.153709,ambient,NA,NA
B24_20230524_080600,8,-78.966591,ambient,NA,NA
B24_20230524_080600,12,-75.759003,ambient,NA,NA
B34_20230525_070600,2,-78.657509,ambient,NA,NA
B34_20230525_070600,4,-75.248695,ambient,NA,NA
B34_20230525_070600,8,-77.804291,ambient,NA,NA
B34_20230525_070600,12,-79.195122,ambient,NA,NA
B37_20230525_090600,2,-53.887505,ambient,NA,NA
B37_20230525_090600,4,-73.907211,ambient,NA,NA
B37_20230525_090600,8,-78.08847,ambient,NA,NA
B37_20230525_090600,12,-74.67675,ambient,NA,NA
